timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/09/24 06:53:13.906, 100 %, 23 %, 46937 MiB, 49140 MiB, 277.21 W
2026/09/24 06:53:14.106, 100 %, 23 %, 46937 MiB, 49140 MiB, 277.21 W
2026/09/24 06:53:14.306, 100 %, 23 %, 46937 MiB, 49140 MiB, 277.21 W
2026/09/24 06:53:14.507, 100 %, 24 %, 46937 MiB, 49140 MiB, 299.89 W
2026/09/24 06:53:14.707, 100 %, 24 %, 46937 MiB, 49140 MiB, 299.89 W
2026/09/24 06:53:14.907, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.90 W
2026/09/24 06:53:15.108, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.90 W
2026/09/24 06:53:15.313, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.90 W
2026/09/24 06:53:15.513, 100 %, 26 %, 46937 MiB, 49140 MiB, 298.72 W
2026/09/24 06:53:15.713, 100 %, 26 %, 46937 MiB, 49140 MiB, 298.72 W
2026/09/24 06:53:15.914, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.55 W
2026/09/24 06:53:16.114, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.55 W
2026/09/24 06:53:16.314, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.55 W
2026/09/24 06:53:16.514, 100 %, 28 %, 46937 MiB, 49140 MiB, 298.92 W
2026/09/24 06:53:16.715, 100 %, 28 %, 46937 MiB, 49140 MiB, 298.92 W
2026/09/24 06:53:16.915, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/24 06:53:17.115, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/24 06:53:17.318, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/24 06:53:17.518, 100 %, 29 %, 46937 MiB, 49140 MiB, 298.92 W
2026/09/24 06:53:17.718, 100 %, 29 %, 46937 MiB, 49140 MiB, 298.92 W
2026/09/24 06:53:17.919, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:18.119, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:18.319, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:18.519, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.10 W
2026/09/24 06:53:18.720, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.10 W
2026/09/24 06:53:18.920, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:53:19.120, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:53:19.324, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:53:19.524, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:53:19.724, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:53:19.925, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:53:20.125, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:53:20.325, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:53:20.525, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/24 06:53:20.726, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/24 06:53:20.926, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:53:21.126, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:53:21.331, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:53:21.532, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:53:21.732, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:53:21.932, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/24 06:53:22.132, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/24 06:53:22.333, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/24 06:53:22.533, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.06 W
2026/09/24 06:53:22.733, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.06 W
2026/09/24 06:53:22.934, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.49 W
2026/09/24 06:53:23.134, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.49 W
2026/09/24 06:53:23.336, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.49 W
2026/09/24 06:53:23.537, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:53:23.737, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:53:23.937, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:53:24.138, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:53:24.338, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:53:24.538, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/24 06:53:24.738, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/24 06:53:24.939, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:53:25.139, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:53:25.341, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:53:25.542, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/24 06:53:25.742, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/24 06:53:25.942, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.43 W
2026/09/24 06:53:26.142, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.43 W
2026/09/24 06:53:26.343, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.43 W
2026/09/24 06:53:26.543, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:26.743, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:26.943, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:53:27.144, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:53:27.349, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:53:27.549, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/24 06:53:27.750, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/24 06:53:27.950, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:28.150, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:28.350, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:28.551, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/24 06:53:28.751, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/24 06:53:28.951, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:53:29.152, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:53:29.354, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:53:29.554, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:53:29.754, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:53:29.955, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/24 06:53:30.155, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/24 06:53:30.355, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/24 06:53:30.555, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:53:30.756, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:53:30.956, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:53:31.156, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:53:31.359, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:53:31.559, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:53:31.759, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:53:31.959, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:53:32.160, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:53:32.360, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:53:32.560, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/24 06:53:32.760, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/24 06:53:32.961, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:53:33.161, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:53:33.367, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:53:33.567, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/24 06:53:33.768, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.28 W
2026/09/24 06:53:33.968, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:53:34.168, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:53:34.368, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:53:34.569, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.47 W
2026/09/24 06:53:34.769, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.47 W
2026/09/24 06:53:34.969, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:53:35.169, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:53:35.372, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:53:35.572, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.43 W
2026/09/24 06:53:35.772, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.43 W
2026/09/24 06:53:35.973, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:53:36.173, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:53:36.373, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:53:36.573, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:53:36.774, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:53:36.974, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:53:37.174, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:53:37.377, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:53:37.577, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:53:37.777, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:53:37.978, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:53:38.178, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:53:38.378, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:53:38.578, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.41 W
2026/09/24 06:53:38.779, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.41 W
2026/09/24 06:53:38.979, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:53:39.179, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:53:39.386, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:53:39.586, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:53:39.786, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:53:39.986, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:53:40.187, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:53:40.387, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:53:40.587, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:53:40.787, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:53:40.988, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:53:41.188, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:53:41.390, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:53:41.591, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:53:41.791, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:53:41.991, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.10 W
2026/09/24 06:53:42.191, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.10 W
2026/09/24 06:53:42.392, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.54 W
2026/09/24 06:53:42.592, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.54 W
2026/09/24 06:53:42.792, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.54 W
2026/09/24 06:53:42.992, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:53:43.193, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:53:43.396, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/24 06:53:43.596, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/24 06:53:43.796, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/24 06:53:43.997, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:53:44.197, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.44 W
2026/09/24 06:53:44.397, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:53:44.597, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:53:44.798, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:53:44.998, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.51 W
2026/09/24 06:53:45.198, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.51 W
2026/09/24 06:53:45.403, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/24 06:53:45.603, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/24 06:53:45.804, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.27 W
2026/09/24 06:53:46.004, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.37 W
2026/09/24 06:53:46.204, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.37 W
2026/09/24 06:53:46.404, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:53:46.605, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:53:46.805, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.46 W
2026/09/24 06:53:47.005, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:53:47.205, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:53:47.408, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/24 06:53:47.608, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/24 06:53:47.809, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/24 06:53:48.009, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.66 W
2026/09/24 06:53:48.209, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.66 W
2026/09/24 06:53:48.409, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:53:48.610, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:53:48.810, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:53:49.010, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:53:49.210, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:53:49.413, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:53:49.613, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:53:49.814, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:53:50.014, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:50.214, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:50.414, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:50.615, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:50.815, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:51.015, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/24 06:53:51.215, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/24 06:53:51.423, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/24 06:53:51.623, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/24 06:53:51.823, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/24 06:53:52.024, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.49 W
2026/09/24 06:53:52.224, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.49 W
2026/09/24 06:53:52.424, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:53:52.624, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:53:52.825, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:53:53.025, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:53:53.225, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:53:53.427, 11 %, 3 %, 46937 MiB, 49140 MiB, 246.34 W
2026/09/24 06:53:53.627, 11 %, 3 %, 46937 MiB, 49140 MiB, 246.34 W
2026/09/24 06:53:53.828, 11 %, 3 %, 46937 MiB, 49140 MiB, 246.34 W
2026/09/24 06:53:54.028, 78 %, 32 %, 46937 MiB, 49140 MiB, 226.23 W
2026/09/24 06:53:54.228, 78 %, 32 %, 46937 MiB, 49140 MiB, 226.23 W
2026/09/24 06:53:54.428, 74 %, 34 %, 46937 MiB, 49140 MiB, 274.51 W
2026/09/24 06:53:54.629, 74 %, 34 %, 46937 MiB, 49140 MiB, 274.51 W
2026/09/24 06:53:54.829, 74 %, 34 %, 46937 MiB, 49140 MiB, 274.51 W
2026/09/24 06:53:55.029, 88 %, 34 %, 46937 MiB, 49140 MiB, 279.97 W
2026/09/24 06:53:55.229, 88 %, 34 %, 46937 MiB, 49140 MiB, 279.97 W
2026/09/24 06:53:55.432, 86 %, 35 %, 46937 MiB, 49140 MiB, 280.93 W
2026/09/24 06:53:55.632, 86 %, 35 %, 46937 MiB, 49140 MiB, 280.93 W
2026/09/24 06:53:55.833, 86 %, 35 %, 46937 MiB, 49140 MiB, 280.93 W
2026/09/24 06:53:56.033, 89 %, 33 %, 46937 MiB, 49140 MiB, 284.50 W
2026/09/24 06:53:56.233, 89 %, 33 %, 46937 MiB, 49140 MiB, 284.50 W
2026/09/24 06:53:56.433, 94 %, 34 %, 46937 MiB, 49140 MiB, 289.31 W
2026/09/24 06:53:56.634, 94 %, 34 %, 46937 MiB, 49140 MiB, 289.31 W
2026/09/24 06:53:56.834, 94 %, 34 %, 46937 MiB, 49140 MiB, 289.31 W
2026/09/24 06:53:57.034, 92 %, 29 %, 46937 MiB, 49140 MiB, 282.52 W
2026/09/24 06:53:57.234, 92 %, 29 %, 46937 MiB, 49140 MiB, 282.52 W
2026/09/24 06:53:57.439, 37 %, 10 %, 46937 MiB, 49140 MiB, 255.88 W
2026/09/24 06:53:57.639, 37 %, 10 %, 46937 MiB, 49140 MiB, 255.88 W
2026/09/24 06:53:57.839, 37 %, 10 %, 46937 MiB, 49140 MiB, 255.88 W
2026/09/24 06:53:58.039, 4 %, 3 %, 46937 MiB, 49140 MiB, 217.63 W
2026/09/24 06:53:58.240, 4 %, 3 %, 46937 MiB, 49140 MiB, 217.63 W
2026/09/24 06:53:58.440, 31 %, 12 %, 46937 MiB, 49140 MiB, 182.10 W
2026/09/24 06:53:58.640, 31 %, 12 %, 46937 MiB, 49140 MiB, 182.10 W
2026/09/24 06:53:58.840, 31 %, 12 %, 46937 MiB, 49140 MiB, 182.10 W
2026/09/24 06:53:59.041, 52 %, 14 %, 46937 MiB, 49140 MiB, 169.88 W
2026/09/24 06:53:59.241, 52 %, 14 %, 46937 MiB, 49140 MiB, 169.88 W
2026/09/24 06:53:59.443, 63 %, 21 %, 46937 MiB, 49140 MiB, 171.47 W
2026/09/24 06:53:59.643, 63 %, 21 %, 46937 MiB, 49140 MiB, 171.47 W
2026/09/24 06:53:59.843, 63 %, 21 %, 46937 MiB, 49140 MiB, 171.47 W
2026/09/24 06:54:00.043, 72 %, 38 %, 46937 MiB, 49140 MiB, 174.26 W
2026/09/24 06:54:00.244, 72 %, 38 %, 46937 MiB, 49140 MiB, 174.26 W
2026/09/24 06:54:00.444, 75 %, 31 %, 46937 MiB, 49140 MiB, 211.22 W
2026/09/24 06:54:00.644, 75 %, 31 %, 46937 MiB, 49140 MiB, 211.22 W
2026/09/24 06:54:00.844, 75 %, 31 %, 46937 MiB, 49140 MiB, 211.22 W
2026/09/24 06:54:01.045, 59 %, 32 %, 46937 MiB, 49140 MiB, 218.08 W
2026/09/24 06:54:01.245, 59 %, 32 %, 46937 MiB, 49140 MiB, 218.08 W
2026/09/24 06:54:01.449, 60 %, 30 %, 46937 MiB, 49140 MiB, 222.06 W
2026/09/24 06:54:01.649, 60 %, 30 %, 46937 MiB, 49140 MiB, 222.06 W
2026/09/24 06:54:01.850, 60 %, 30 %, 46937 MiB, 49140 MiB, 222.06 W
2026/09/24 06:54:02.050, 81 %, 34 %, 46937 MiB, 49140 MiB, 227.32 W
2026/09/24 06:54:02.250, 81 %, 34 %, 46937 MiB, 49140 MiB, 227.32 W
2026/09/24 06:54:02.450, 69 %, 34 %, 46937 MiB, 49140 MiB, 227.63 W
2026/09/24 06:54:02.651, 69 %, 34 %, 46937 MiB, 49140 MiB, 227.63 W
2026/09/24 06:54:02.851, 69 %, 34 %, 46937 MiB, 49140 MiB, 227.63 W
2026/09/24 06:54:03.051, 66 %, 40 %, 46937 MiB, 49140 MiB, 241.27 W
2026/09/24 06:54:03.251, 66 %, 40 %, 46937 MiB, 49140 MiB, 241.27 W
2026/09/24 06:54:03.458, 90 %, 30 %, 46937 MiB, 49140 MiB, 260.55 W
2026/09/24 06:54:03.658, 90 %, 30 %, 46937 MiB, 49140 MiB, 260.55 W
2026/09/24 06:54:03.858, 90 %, 30 %, 46937 MiB, 49140 MiB, 260.55 W
2026/09/24 06:54:04.058, 100 %, 23 %, 46937 MiB, 49140 MiB, 283.84 W
2026/09/24 06:54:04.259, 100 %, 23 %, 46937 MiB, 49140 MiB, 283.84 W
2026/09/24 06:54:04.459, 100 %, 24 %, 46937 MiB, 49140 MiB, 299.97 W
2026/09/24 06:54:04.659, 100 %, 24 %, 46937 MiB, 49140 MiB, 299.97 W
2026/09/24 06:54:04.859, 100 %, 24 %, 46937 MiB, 49140 MiB, 299.97 W
2026/09/24 06:54:05.060, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:54:05.260, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:54:05.464, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:54:05.664, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:54:05.865, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:54:06.065, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:06.265, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.42 W
2026/09/24 06:54:06.466, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.02 W
2026/09/24 06:54:06.666, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.02 W
2026/09/24 06:54:06.866, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.02 W
2026/09/24 06:54:07.066, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:54:07.267, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:54:07.469, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/24 06:54:07.669, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/24 06:54:07.869, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/24 06:54:08.070, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.45 W
2026/09/24 06:54:08.270, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.45 W
2026/09/24 06:54:08.470, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:54:08.671, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:54:08.871, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:54:09.071, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/24 06:54:09.271, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.24 W
2026/09/24 06:54:09.476, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/24 06:54:09.676, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/24 06:54:09.877, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.14 W
2026/09/24 06:54:10.077, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:54:10.277, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:54:10.477, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.06 W
2026/09/24 06:54:10.678, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.06 W
2026/09/24 06:54:10.878, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.06 W
2026/09/24 06:54:11.078, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:54:11.279, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:54:11.481, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:54:11.681, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:54:11.881, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.33 W
