timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/09/24 06:52:15.749, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.55 W
2026/09/24 06:52:15.949, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.54 W
2026/09/24 06:52:16.149, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.54 W
2026/09/24 06:52:16.349, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.54 W
2026/09/24 06:52:16.550, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.54 W
2026/09/24 06:52:16.750, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.54 W
2026/09/24 06:52:16.950, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.52 W
2026/09/24 06:52:17.150, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.52 W
2026/09/24 06:52:17.351, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.52 W
2026/09/24 06:52:17.551, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.52 W
2026/09/24 06:52:17.751, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.52 W
2026/09/24 06:52:17.951, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.54 W
2026/09/24 06:52:18.152, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.54 W
2026/09/24 06:52:18.352, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.54 W
2026/09/24 06:52:18.552, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.54 W
2026/09/24 06:52:18.752, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.54 W
2026/09/24 06:52:18.953, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.58 W
2026/09/24 06:52:19.153, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.58 W
2026/09/24 06:52:19.353, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.58 W
2026/09/24 06:52:19.553, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.58 W
2026/09/24 06:52:19.754, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.58 W
2026/09/24 06:52:19.954, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.63 W
2026/09/24 06:52:20.154, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.63 W
2026/09/24 06:52:20.354, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.63 W
2026/09/24 06:52:20.555, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.63 W
2026/09/24 06:52:20.755, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.63 W
2026/09/24 06:52:20.955, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.61 W
2026/09/24 06:52:21.155, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.61 W
2026/09/24 06:52:21.356, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.61 W
2026/09/24 06:52:21.556, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.61 W
2026/09/24 06:52:21.756, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.61 W
2026/09/24 06:52:21.957, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.55 W
2026/09/24 06:52:22.157, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.55 W
2026/09/24 06:52:22.357, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.55 W
2026/09/24 06:52:22.557, 0 %, 0 %, 46897 MiB, 49140 MiB, 28.55 W
2026/09/24 06:52:22.758, 0 %, 0 %, 46937 MiB, 49140 MiB, 28.55 W
2026/09/24 06:52:22.958, 25 %, 12 %, 46937 MiB, 49140 MiB, 49.40 W
2026/09/24 06:52:23.158, 25 %, 12 %, 46937 MiB, 49140 MiB, 49.40 W
2026/09/24 06:52:23.358, 25 %, 12 %, 46937 MiB, 49140 MiB, 49.40 W
2026/09/24 06:52:23.559, 100 %, 24 %, 46937 MiB, 49140 MiB, 132.16 W
2026/09/24 06:52:23.759, 100 %, 24 %, 46937 MiB, 49140 MiB, 132.16 W
2026/09/24 06:52:23.959, 100 %, 22 %, 46937 MiB, 49140 MiB, 238.17 W
2026/09/24 06:52:24.159, 100 %, 22 %, 46937 MiB, 49140 MiB, 238.17 W
2026/09/24 06:52:24.360, 100 %, 22 %, 46937 MiB, 49140 MiB, 238.17 W
2026/09/24 06:52:24.560, 40 %, 36 %, 46937 MiB, 49140 MiB, 255.20 W
2026/09/24 06:52:24.760, 40 %, 36 %, 46937 MiB, 49140 MiB, 255.20 W
2026/09/24 06:52:24.960, 100 %, 23 %, 46937 MiB, 49140 MiB, 259.96 W
2026/09/24 06:52:25.161, 100 %, 23 %, 46937 MiB, 49140 MiB, 259.96 W
2026/09/24 06:52:25.361, 100 %, 23 %, 46937 MiB, 49140 MiB, 259.96 W
2026/09/24 06:52:25.561, 100 %, 26 %, 46937 MiB, 49140 MiB, 268.29 W
2026/09/24 06:52:25.762, 100 %, 26 %, 46937 MiB, 49140 MiB, 268.29 W
2026/09/24 06:52:25.962, 30 %, 27 %, 46937 MiB, 49140 MiB, 279.21 W
2026/09/24 06:52:26.162, 30 %, 27 %, 46937 MiB, 49140 MiB, 279.21 W
2026/09/24 06:52:26.362, 30 %, 27 %, 46937 MiB, 49140 MiB, 279.21 W
2026/09/24 06:52:26.563, 100 %, 22 %, 46937 MiB, 49140 MiB, 232.66 W
2026/09/24 06:52:26.763, 100 %, 22 %, 46937 MiB, 49140 MiB, 232.66 W
2026/09/24 06:52:26.963, 100 %, 25 %, 46937 MiB, 49140 MiB, 243.69 W
2026/09/24 06:52:27.168, 100 %, 25 %, 46937 MiB, 49140 MiB, 243.69 W
2026/09/24 06:52:27.368, 100 %, 25 %, 46937 MiB, 49140 MiB, 243.69 W
2026/09/24 06:52:27.568, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:52:27.769, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.36 W
2026/09/24 06:52:27.969, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.85 W
2026/09/24 06:52:28.169, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.85 W
2026/09/24 06:52:28.369, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.85 W
2026/09/24 06:52:28.570, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:52:28.770, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.38 W
2026/09/24 06:52:28.970, 0 %, 0 %, 46937 MiB, 49140 MiB, 254.93 W
2026/09/24 06:52:29.173, 0 %, 0 %, 46937 MiB, 49140 MiB, 254.93 W
2026/09/24 06:52:29.373, 0 %, 0 %, 46937 MiB, 49140 MiB, 254.93 W
2026/09/24 06:52:29.574, 50 %, 14 %, 46937 MiB, 49140 MiB, 193.57 W
2026/09/24 06:52:29.774, 50 %, 14 %, 46937 MiB, 49140 MiB, 193.57 W
2026/09/24 06:52:29.974, 100 %, 24 %, 46937 MiB, 49140 MiB, 220.68 W
2026/09/24 06:52:30.174, 100 %, 24 %, 46937 MiB, 49140 MiB, 220.68 W
2026/09/24 06:52:30.374, 100 %, 24 %, 46937 MiB, 49140 MiB, 220.68 W
2026/09/24 06:52:30.575, 100 %, 25 %, 46937 MiB, 49140 MiB, 295.66 W
2026/09/24 06:52:30.775, 100 %, 25 %, 46937 MiB, 49140 MiB, 295.66 W
2026/09/24 06:52:30.975, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.52 W
2026/09/24 06:52:31.178, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.52 W
2026/09/24 06:52:31.378, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.52 W
2026/09/24 06:52:31.578, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.51 W
2026/09/24 06:52:31.779, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.51 W
2026/09/24 06:52:31.979, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:52:32.179, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:52:32.379, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.40 W
2026/09/24 06:52:32.580, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.95 W
2026/09/24 06:52:32.780, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.95 W
2026/09/24 06:52:32.980, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:52:33.186, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.22 W
2026/09/24 06:52:33.386, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.96 W
2026/09/24 06:52:33.586, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.96 W
2026/09/24 06:52:33.787, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.96 W
2026/09/24 06:52:33.987, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:52:34.187, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:52:34.387, 88 %, 85 %, 46937 MiB, 49140 MiB, 291.09 W
2026/09/24 06:52:34.588, 88 %, 85 %, 46937 MiB, 49140 MiB, 291.09 W
2026/09/24 06:52:34.788, 88 %, 85 %, 46937 MiB, 49140 MiB, 291.09 W
2026/09/24 06:52:34.988, 90 %, 27 %, 46937 MiB, 49140 MiB, 242.83 W
2026/09/24 06:52:35.190, 90 %, 27 %, 46937 MiB, 49140 MiB, 242.83 W
2026/09/24 06:52:35.390, 0 %, 0 %, 46937 MiB, 49140 MiB, 186.08 W
2026/09/24 06:52:35.590, 0 %, 0 %, 46937 MiB, 49140 MiB, 186.08 W
2026/09/24 06:52:35.791, 0 %, 0 %, 46937 MiB, 49140 MiB, 186.08 W
2026/09/24 06:52:35.991, 100 %, 22 %, 46937 MiB, 49140 MiB, 209.83 W
2026/09/24 06:52:36.191, 100 %, 22 %, 46937 MiB, 49140 MiB, 209.83 W
2026/09/24 06:52:36.391, 100 %, 25 %, 46937 MiB, 49140 MiB, 253.70 W
2026/09/24 06:52:36.592, 100 %, 25 %, 46937 MiB, 49140 MiB, 253.70 W
2026/09/24 06:52:36.792, 100 %, 25 %, 46937 MiB, 49140 MiB, 253.70 W
2026/09/24 06:52:36.992, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.59 W
2026/09/24 06:52:37.195, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.59 W
2026/09/24 06:52:37.395, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.91 W
2026/09/24 06:52:37.595, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.91 W
2026/09/24 06:52:37.795, 100 %, 27 %, 46937 MiB, 49140 MiB, 298.91 W
2026/09/24 06:52:37.996, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.51 W
2026/09/24 06:52:38.196, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.51 W
2026/09/24 06:52:38.396, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:52:38.596, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:52:38.797, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:52:38.997, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/24 06:52:39.204, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.12 W
2026/09/24 06:52:39.405, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:52:39.605, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:52:39.805, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:52:40.005, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/24 06:52:40.206, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.20 W
2026/09/24 06:52:40.406, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/24 06:52:40.606, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/24 06:52:40.806, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/24 06:52:41.007, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:52:41.209, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:52:41.409, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.02 W
2026/09/24 06:52:41.610, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.02 W
2026/09/24 06:52:41.810, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.02 W
2026/09/24 06:52:42.010, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.60 W
2026/09/24 06:52:42.210, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.60 W
2026/09/24 06:52:42.411, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.93 W
2026/09/24 06:52:42.611, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.93 W
2026/09/24 06:52:42.811, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.93 W
2026/09/24 06:52:43.011, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:52:43.215, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.39 W
2026/09/24 06:52:43.416, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:52:43.616, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:52:43.816, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.34 W
2026/09/24 06:52:44.016, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.76 W
2026/09/24 06:52:44.217, 100 %, 31 %, 46937 MiB, 49140 MiB, 298.76 W
2026/09/24 06:52:44.417, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:52:44.617, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:52:44.817, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:52:45.018, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/24 06:52:45.222, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/24 06:52:45.422, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.96 W
2026/09/24 06:52:45.622, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.96 W
2026/09/24 06:52:45.823, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.96 W
2026/09/24 06:52:46.023, 56 %, 16 %, 46937 MiB, 49140 MiB, 271.65 W
2026/09/24 06:52:46.223, 56 %, 16 %, 46937 MiB, 49140 MiB, 271.65 W
2026/09/24 06:52:46.423, 98 %, 22 %, 46937 MiB, 49140 MiB, 253.10 W
2026/09/24 06:52:46.624, 98 %, 22 %, 46937 MiB, 49140 MiB, 253.10 W
2026/09/24 06:52:46.824, 98 %, 22 %, 46937 MiB, 49140 MiB, 253.10 W
2026/09/24 06:52:47.024, 68 %, 38 %, 46937 MiB, 49140 MiB, 257.82 W
2026/09/24 06:52:47.226, 68 %, 38 %, 46937 MiB, 49140 MiB, 257.82 W
2026/09/24 06:52:47.426, 10 %, 8 %, 46937 MiB, 49140 MiB, 205.86 W
2026/09/24 06:52:47.626, 10 %, 8 %, 46937 MiB, 49140 MiB, 205.86 W
2026/09/24 06:52:47.827, 10 %, 8 %, 46937 MiB, 49140 MiB, 205.86 W
2026/09/24 06:52:48.027, 56 %, 35 %, 46937 MiB, 49140 MiB, 159.39 W
2026/09/24 06:52:48.227, 56 %, 35 %, 46937 MiB, 49140 MiB, 159.39 W
2026/09/24 06:52:48.427, 98 %, 23 %, 46937 MiB, 49140 MiB, 215.64 W
2026/09/24 06:52:48.628, 98 %, 23 %, 46937 MiB, 49140 MiB, 215.64 W
2026/09/24 06:52:48.828, 98 %, 23 %, 46937 MiB, 49140 MiB, 215.64 W
2026/09/24 06:52:49.028, 100 %, 24 %, 46937 MiB, 49140 MiB, 284.45 W
2026/09/24 06:52:49.231, 100 %, 24 %, 46937 MiB, 49140 MiB, 284.45 W
2026/09/24 06:52:49.431, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.65 W
2026/09/24 06:52:49.631, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.65 W
2026/09/24 06:52:49.832, 100 %, 26 %, 46937 MiB, 49140 MiB, 299.65 W
2026/09/24 06:52:50.032, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.01 W
2026/09/24 06:52:50.232, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.01 W
2026/09/24 06:52:50.432, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:52:50.633, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:52:50.833, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.33 W
2026/09/24 06:52:51.033, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.01 W
2026/09/24 06:52:51.241, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.01 W
2026/09/24 06:52:51.441, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:52:51.641, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:52:51.841, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:52:52.042, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:52:52.242, 100 %, 31 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:52:52.442, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:52:52.642, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:52:52.843, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:52:53.043, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/24 06:52:53.247, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.17 W
2026/09/24 06:52:53.447, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.16 W
2026/09/24 06:52:53.647, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.16 W
2026/09/24 06:52:53.848, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.16 W
2026/09/24 06:52:54.048, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.07 W
2026/09/24 06:52:54.248, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.07 W
2026/09/24 06:52:54.448, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:52:54.649, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:52:54.849, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.18 W
2026/09/24 06:52:55.049, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/24 06:52:55.252, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.25 W
2026/09/24 06:52:55.452, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:52:55.652, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:52:55.853, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.30 W
2026/09/24 06:52:56.053, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:52:56.253, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.48 W
2026/09/24 06:52:56.453, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.52 W
2026/09/24 06:52:56.654, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.52 W
2026/09/24 06:52:56.854, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.52 W
2026/09/24 06:52:57.054, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.62 W
2026/09/24 06:52:57.259, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.62 W
2026/09/24 06:52:57.459, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.61 W
2026/09/24 06:52:57.659, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.61 W
2026/09/24 06:52:57.860, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.61 W
2026/09/24 06:52:58.060, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.58 W
2026/09/24 06:52:58.260, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.58 W
2026/09/24 06:52:58.460, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.65 W
2026/09/24 06:52:58.661, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.65 W
2026/09/24 06:52:58.861, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.65 W
2026/09/24 06:52:59.061, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.57 W
2026/09/24 06:52:59.264, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.57 W
2026/09/24 06:52:59.464, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.52 W
2026/09/24 06:52:59.664, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.52 W
2026/09/24 06:52:59.865, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.52 W
2026/09/24 06:53:00.065, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.41 W
2026/09/24 06:53:00.265, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.41 W
2026/09/24 06:53:00.465, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/24 06:53:00.666, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/24 06:53:00.866, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.32 W
2026/09/24 06:53:01.066, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:01.269, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.35 W
2026/09/24 06:53:01.469, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:53:01.669, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:53:01.870, 100 %, 28 %, 46937 MiB, 49140 MiB, 299.19 W
2026/09/24 06:53:02.070, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/24 06:53:02.270, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.15 W
2026/09/24 06:53:02.470, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.91 W
2026/09/24 06:53:02.671, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.91 W
2026/09/24 06:53:02.871, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.91 W
2026/09/24 06:53:03.071, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.01 W
2026/09/24 06:53:03.276, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.01 W
2026/09/24 06:53:03.477, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.96 W
2026/09/24 06:53:03.677, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.96 W
2026/09/24 06:53:03.877, 100 %, 30 %, 46937 MiB, 49140 MiB, 298.96 W
2026/09/24 06:53:04.078, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/24 06:53:04.278, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.21 W
2026/09/24 06:53:04.478, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:53:04.678, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:53:04.879, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:53:05.079, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:53:05.281, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.29 W
2026/09/24 06:53:05.482, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/24 06:53:05.682, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/24 06:53:05.882, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/24 06:53:06.082, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:53:06.283, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.26 W
2026/09/24 06:53:06.483, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.07 W
2026/09/24 06:53:06.683, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.07 W
2026/09/24 06:53:06.884, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.07 W
2026/09/24 06:53:07.084, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.04 W
2026/09/24 06:53:07.286, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.04 W
2026/09/24 06:53:07.487, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/24 06:53:07.687, 100 %, 30 %, 46937 MiB, 49140 MiB, 299.23 W
2026/09/24 06:53:07.887, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.37 W
2026/09/24 06:53:08.087, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.37 W
2026/09/24 06:53:08.288, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.37 W
2026/09/24 06:53:08.488, 0 %, 0 %, 46937 MiB, 49140 MiB, 260.00 W
2026/09/24 06:53:08.688, 0 %, 0 %, 46937 MiB, 49140 MiB, 260.00 W
2026/09/24 06:53:08.888, 80 %, 32 %, 46937 MiB, 49140 MiB, 243.84 W
2026/09/24 06:53:09.089, 80 %, 32 %, 46937 MiB, 49140 MiB, 243.84 W
2026/09/24 06:53:09.295, 80 %, 32 %, 46937 MiB, 49140 MiB, 243.84 W
2026/09/24 06:53:09.495, 80 %, 37 %, 46937 MiB, 49140 MiB, 249.14 W
2026/09/24 06:53:09.695, 80 %, 37 %, 46937 MiB, 49140 MiB, 249.14 W
2026/09/24 06:53:09.895, 76 %, 38 %, 46937 MiB, 49140 MiB, 271.47 W
2026/09/24 06:53:10.096, 76 %, 38 %, 46937 MiB, 49140 MiB, 271.47 W
2026/09/24 06:53:10.296, 76 %, 38 %, 46937 MiB, 49140 MiB, 271.47 W
2026/09/24 06:53:10.496, 87 %, 30 %, 46937 MiB, 49140 MiB, 274.15 W
2026/09/24 06:53:10.696, 87 %, 30 %, 46937 MiB, 49140 MiB, 274.15 W
2026/09/24 06:53:10.897, 89 %, 31 %, 46937 MiB, 49140 MiB, 280.83 W
2026/09/24 06:53:11.097, 89 %, 31 %, 46937 MiB, 49140 MiB, 280.83 W
2026/09/24 06:53:11.300, 89 %, 31 %, 46937 MiB, 49140 MiB, 280.83 W
2026/09/24 06:53:11.500, 95 %, 27 %, 46937 MiB, 49140 MiB, 289.35 W
2026/09/24 06:53:11.700, 95 %, 27 %, 46937 MiB, 49140 MiB, 289.35 W
2026/09/24 06:53:11.901, 80 %, 39 %, 46937 MiB, 49140 MiB, 289.53 W
2026/09/24 06:53:12.101, 80 %, 39 %, 46937 MiB, 49140 MiB, 289.53 W
2026/09/24 06:53:12.301, 80 %, 39 %, 46937 MiB, 49140 MiB, 289.53 W
2026/09/24 06:53:12.501, 54 %, 38 %, 46937 MiB, 49140 MiB, 251.62 W
2026/09/24 06:53:12.701, 54 %, 38 %, 46937 MiB, 49140 MiB, 251.62 W
2026/09/24 06:53:12.902, 57 %, 37 %, 46937 MiB, 49140 MiB, 226.45 W
2026/09/24 06:53:13.102, 57 %, 37 %, 46937 MiB, 49140 MiB, 226.45 W
2026/09/24 06:53:13.305, 57 %, 37 %, 46937 MiB, 49140 MiB, 226.45 W
2026/09/24 06:53:13.505, 92 %, 28 %, 46937 MiB, 49140 MiB, 247.76 W
2026/09/24 06:53:13.706, 92 %, 28 %, 46937 MiB, 49140 MiB, 247.76 W
